state,year,district_name,localid,NCES_leaid,count_teachers,count_not_evaluated,count_suppressed,count_level1,count_level2,count_level3,count_level4,percent_suppressed,percent_level1,percent_level2,percent_level3,percent_level4,impute_level1,impute_level2,impute_level3,impute_level4
CT,2015,hebron,067,0902010,76,0,0,0,0,10,66,0,0,0,0.13157894736842105,0.868421052631579,FALSE,FALSE,FALSE,FALSE
CT,2014,kent,068,0902040,27,0,0,0,0,13,14,0,0,0,0.48148148148148145,0.5185185185185185,FALSE,FALSE,FALSE,FALSE
CT,2015,kent,068,0902040,28,0,2,0,0,8,18,0.07142857142857142,0,0,0.2857142857142857,0.6428571428571429,FALSE,FALSE,FALSE,FALSE
CT,2014,killingly,069,0902070,251,0,205,0,0,46,0,0.8167330677290837,0,0,0.18326693227091634,0,FALSE,FALSE,FALSE,FALSE
CT,2015,killingly,069,0902070,237,0,2,0,0,107,128,0.008438818565400843,0,0,0.45147679324894513,0.540084388185654,FALSE,FALSE,FALSE,FALSE
CT,2014,lebanon,071,0902130,100,0,42,0,0,0,58,0.42,0,0,0,0.58,FALSE,FALSE,FALSE,FALSE
CT,2015,lebanon,071,0902130,110,0,8,0,0,0,102,0.07272727272727272,0,0,0,0.9272727272727272,FALSE,FALSE,FALSE,FALSE
CT,2014,ledyard,072,0902160,205,0,173,0,0,0,32,0.8439024390243902,0,0,0,0.15609756097560976,FALSE,FALSE,FALSE,FALSE
CT,2015,ledyard,072,0902160,220,0,66,0,0,0,154,0.3,0,0,0,0.7,FALSE,FALSE,FALSE,FALSE
CT,2014,lisbon,073,0902190,43,0,43,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2015,lisbon,073,0902190,45,0,45,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2014,litchfield,074,0902220,92,0,0,0,0,67,25,0,0,0,0.7282608695652174,0.2717391304347826,FALSE,FALSE,FALSE,FALSE
CT,2015,litchfield,074,0902220,96,0,0,0,0,67,29,0,0,0,0.6979166666666666,0.3020833333333333,FALSE,FALSE,FALSE,FALSE
CT,2014,manchester shool district,077,0902310,614,0,86,0,0,0,528,0.14006514657980457,0,0,0,0.8599348534201955,FALSE,FALSE,FALSE,FALSE
CT,2015,manchester shool district,077,0902310,653,0,46,0,0,0,607,0.07044410413476264,0,0,0,0.9295558958652373,FALSE,FALSE,FALSE,FALSE
CT,2014,mansfield,078,0902340,129,0,24,0,0,105,0,0.18604651162790697,0,0,0.813953488372093,0,FALSE,FALSE,FALSE,FALSE
CT,2015,mansfield,078,0902340,132,0,0,0,0,95,37,0,0,0,0.7196969696969697,0.2803030303030303,FALSE,FALSE,FALSE,FALSE
CT,2014,marlborough,079,0902370,47,0,47,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2015,marlborough,079,0902370,46,0,0,0,0,37,9,0,0,0,0.8043478260869565,0.1956521739130435,FALSE,FALSE,FALSE,FALSE
CT,2014,meriden,080,0902400,588,0,520,0,0,35,33,0.8843537414965986,0,0,0.05952380952380952,0.05612244897959184,FALSE,FALSE,FALSE,FALSE
CT,2015,meriden,080,0902400,605,0,12,0,0,417,175,0.019867549668874173,0,0,0.6903973509933775,0.2897350993377483,FALSE,FALSE,FALSE,FALSE
CT,2014,middletown,083,0902490,415,0,265,0,0,0,150,0.6385542168674698,0,0,0,0.3614457831325301,FALSE,FALSE,FALSE,FALSE
CT,2015,middletown,083,0902490,445,0,169,0,0,276,0,0.3797752808988764,0,0,0.6202247191011236,0,FALSE,FALSE,FALSE,FALSE
CT,2014,milford,084,0902520,613,0,18,0,6,430,159,0.02936378466557912,0,0.009787928221859706,0.7014681892332789,0.25938009787928223,FALSE,FALSE,FALSE,FALSE
CT,2015,milford,084,0902520,651,0,221,0,0,430,0,0.33947772657450076,0,0,0.6605222734254992,0,FALSE,FALSE,FALSE,FALSE
CT,2014,monroe,085,0902550,272,0,0,0,0,32,240,0,0,0,0.11764705882352941,0.8823529411764706,FALSE,FALSE,FALSE,FALSE
CT,2015,monroe,085,0902550,254,0,0,0,0,30,224,0,0,0,0.11811023622047244,0.8818897637795275,FALSE,FALSE,FALSE,FALSE
CT,2014,montville,086,0902580,230,0,73,0,0,157,0,0.3173913043478261,0,0,0.6826086956521739,0,FALSE,FALSE,FALSE,FALSE
CT,2015,montville,086,0902580,241,0,116,0,0,0,125,0.48132780082987553,0,0,0,0.5186721991701245,FALSE,FALSE,FALSE,FALSE
CT,2014,naugatuck,088,0902640,348,0,174,0,0,174,0,0.5,0,0,0.5,0,FALSE,FALSE,FALSE,FALSE
CT,2015,naugatuck,088,0902640,336,0,118,0,0,218,0,0.35119047619047616,0,0,0.6488095238095238,0,FALSE,FALSE,FALSE,FALSE
CT,2014,new britain,089,0902670,750,0,184,0,8,399,159,0.24533333333333332,0,0.010666666666666666,0.532,0.212,FALSE,FALSE,FALSE,FALSE
CT,2015,new britain,089,0902670,817,0,25,0,0,556,237,0.030562347188264057,0,0,0.6797066014669927,0.28973105134474325,FALSE,FALSE,FALSE,FALSE
CT,2014,new canaan,090,0902700,409,0,1,0,18,357,33,0.0024449877750611247,0,0.044009779951100246,0.8728606356968215,0.08068459657701711,FALSE,FALSE,FALSE,FALSE
CT,2015,new canaan,090,0902700,417,0,13,0,0,334,71,0.03110047846889952,0,0,0.7990430622009569,0.16985645933014354,FALSE,FALSE,FALSE,FALSE
CT,2014,new fairfield,091,0902730,197,0,131,0,0,66,0,0.6649746192893401,0,0,0.3350253807106599,0,FALSE,FALSE,FALSE,FALSE
CT,2015,new fairfield,091,0902730,236,0,66,0,0,170,0,0.2796610169491525,0,0,0.7203389830508474,0,FALSE,FALSE,FALSE,FALSE
CT,2014,new hartford,092,0902760,30,0,6,0,0,24,0,0.2,0,0,0.8,0,FALSE,FALSE,FALSE,FALSE
CT,2015,new hartford,092,0902760,46,0,0,0,0,25,21,0,0,0,0.5434782608695652,0.45652173913043476,FALSE,FALSE,FALSE,FALSE
CT,2014,new haven,093,0902790,1704,0,104,11,48,1305,247,0.060641399416909623,0.00641399416909621,0.027988338192419825,0.760932944606414,0.14402332361516035,FALSE,FALSE,FALSE,FALSE
CT,2015,new haven,093,0902790,1904,0,57,0,0,1561,286,0.029936974789915968,0,0,0.8198529411764706,0.15021008403361344,FALSE,FALSE,FALSE,FALSE
CT,2014,new london,095,0902820,246,0,32,0,6,115,93,0.13008130081300814,0,0.024390243902439025,0.46747967479674796,0.3780487804878049,FALSE,FALSE,FALSE,FALSE
CT,2015,new london,095,0902820,247,0,3,0,7,111,126,0.012145748987854251,0,0.02834008097165992,0.4493927125506073,0.5101214574898786,FALSE,FALSE,FALSE,FALSE
CT,2014,new milford,096,0902850,346,0,0,0,0,250,96,0,0,0,0.7225433526011561,0.2774566473988439,FALSE,FALSE,FALSE,FALSE
CT,2015,new milford,096,0902850,350,0,0,0,7,245,98,0,0,0.02,0.7,0.28,FALSE,FALSE,FALSE,FALSE
CT,2014,newington,094,0902880,365,0,9,0,0,222,134,0.024657534246575342,0,0,0.6082191780821918,0.36712328767123287,FALSE,FALSE,FALSE,FALSE
CT,2015,newington,094,0902880,383,0,134,0,0,249,0,0.34986945169712796,0,0,0.6501305483028721,0,FALSE,FALSE,FALSE,FALSE
CT,2014,newtown,097,0902910,438,0,220,0,0,0,218,0.502283105022831,0,0,0,0.4977168949771689,FALSE,FALSE,FALSE,FALSE
CT,2015,newtown,097,0902910,442,0,181,0,0,0,261,0.4095022624434389,0,0,0,0.5904977375565611,FALSE,FALSE,FALSE,FALSE
CT,2014,norfolk,098,0902940,11,0,11,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2015,norfolk,098,0902940,15,0,15,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2014,north branford,099,0902970,174,0,60,0,0,114,0,0.3448275862068966,0,0,0.6551724137931034,0,FALSE,FALSE,FALSE,FALSE
CT,2015,north branford,099,0902970,175,0,47,0,0,128,0,0.26857142857142857,0,0,0.7314285714285714,0,FALSE,FALSE,FALSE,FALSE
CT,2014,north canaan,100,0903000,29,0,14,0,0,15,0,0.4827586206896552,0,0,0.5172413793103449,0,FALSE,FALSE,FALSE,FALSE
CT,2015,north canaan,100,0903000,30,0,30,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2014,north haven,101,0903030,247,0,19,0,0,69,159,0.07692307692307693,0,0,0.2793522267206478,0.6437246963562753,FALSE,FALSE,FALSE,FALSE
CT,2015,north haven,101,0903030,298,0,134,0,0,0,164,0.44966442953020136,0,0,0,0.5503355704697986,FALSE,FALSE,FALSE,FALSE
CT,2014,north stonington,102,0903060,159,0,133,0,0,15,11,0.8364779874213837,0,0,0.09433962264150944,0.06918238993710692,FALSE,FALSE,FALSE,FALSE
CT,2015,north stonington,102,0903060,85,0,0,0,0,60,25,0,0,0,0.7058823529411765,0.29411764705882354,FALSE,FALSE,FALSE,FALSE
CT,2014,norwalk,103,0903090,765,0,42,0,0,442,281,0.054901960784313725,0,0,0.5777777777777777,0.3673202614379085,FALSE,FALSE,FALSE,FALSE
CT,2015,norwalk,103,0903090,906,0,9,0,0,507,390,0.009933774834437087,0,0,0.5596026490066225,0.4304635761589404,FALSE,FALSE,FALSE,FALSE
CT,2014,norwich,104,0903120,240,0,27,0,0,150,63,0.1125,0,0,0.625,0.2625,FALSE,FALSE,FALSE,FALSE
CT,2015,norwich,104,0903120,289,0,3,0,0,237,49,0.010380622837370242,0,0,0.8200692041522492,0.1695501730103806,FALSE,FALSE,FALSE,FALSE
CT,2014,old saybrook,106,0903180,157,0,106,0,0,26,25,0.6751592356687898,0,0,0.16560509554140126,0.1592356687898089,FALSE,FALSE,FALSE,FALSE
CT,2015,old saybrook,106,0903180,164,0,0,0,0,95,69,0,0,0,0.5792682926829268,0.42073170731707316,FALSE,FALSE,FALSE,FALSE
CT,2014,orange,107,0903210,92,0,3,0,0,89,0,0.03260869565217391,0,0,0.967391304347826,0,FALSE,FALSE,FALSE,FALSE
CT,2015,orange,107,0903210,102,0,102,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2014,oxford,108,0903240,164,0,14,0,0,150,0,0.08536585365853659,0,0,0.9146341463414634,0,FALSE,FALSE,FALSE,FALSE
CT,2015,oxford,108,0903240,166,0,3,0,0,154,8,0.01818181818181818,0,0,0.9333333333333333,0.048484848484848485,FALSE,FALSE,FALSE,FALSE
CT,2014,plainfield,109,0903270,197,0,133,0,0,64,0,0.6751269035532995,0,0,0.3248730964467005,0,FALSE,FALSE,FALSE,FALSE
CT,2015,plainfield,109,0903270,192,0,94,0,0,98,0,0.4895833333333333,0,0,0.5104166666666666,0,FALSE,FALSE,FALSE,FALSE
CT,2014,plainville,110,0903300,212,0,61,0,0,151,0,0.28773584905660377,0,0,0.7122641509433962,0,FALSE,FALSE,FALSE,FALSE
CT,2015,plainville,110,0903300,239,0,86,0,0,153,0,0.3598326359832636,0,0,0.6401673640167364,0,FALSE,FALSE,FALSE,FALSE
CT,2014,plymouth,111,0903330,83,0,5,0,0,78,0,0.060240963855421686,0,0,0.9397590361445783,0,FALSE,FALSE,FALSE,FALSE
CT,2015,plymouth,111,0903330,139,0,39,0,0,100,0,0.2805755395683453,0,0,0.7194244604316546,0,FALSE,FALSE,FALSE,FALSE
CT,2014,pomfret,112,0903360,43,0,1,0,0,20,22,0.023255813953488372,0,0,0.46511627906976744,0.5116279069767442,FALSE,FALSE,FALSE,FALSE
CT,2015,pomfret,112,0903360,42,0,12,0,0,0,30,0.2857142857142857,0,0,0,0.7142857142857143,FALSE,FALSE,FALSE,FALSE
CT,2014,portland,113,0903390,115,0,92,0,0,23,0,0.8,0,0,0.2,0,FALSE,FALSE,FALSE,FALSE
CT,2015,portland,113,0903390,122,0,61,0,0,61,0,0.5,0,0,0.5,0,FALSE,FALSE,FALSE,FALSE
CT,2014,preston,114,0903420,41,0,41,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2015,preston,114,0903420,27,0,27,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2014,putnam,116,0903480,117,0,39,0,0,78,0,0.3333333333333333,0,0,0.6666666666666666,0,FALSE,FALSE,FALSE,FALSE
CT,2015,putnam,116,0903480,115,0,48,0,0,67,0,0.41739130434782606,0,0,0.5826086956521739,0,FALSE,FALSE,FALSE,FALSE
CT,2014,redding,117,0903510,117,0,10,0,0,93,14,0.08547008547008547,0,0,0.7948717948717948,0.11965811965811966,FALSE,FALSE,FALSE,FALSE
CT,2015,redding,117,0903510,111,0,21,0,0,90,0,0.1891891891891892,0,0,0.8108108108108109,0,FALSE,FALSE,FALSE,FALSE
CT,2014,regional 1,201,0903600,44,0,0,0,0,32,12,0,0,0,0.7272727272727273,0.2727272727272727,FALSE,FALSE,FALSE,FALSE
CT,2015,regional 1,201,0903600,76,0,0,0,0,45,31,0,0,0,0.5921052631578947,0.40789473684210525,FALSE,FALSE,FALSE,FALSE
CT,2014,regional 10,210,0903520,246,0,55,0,0,191,0,0.22357723577235772,0,0,0.7764227642276422,0,FALSE,FALSE,FALSE,FALSE
CT,2015,regional 10,210,0903520,242,0,70,0,0,172,0,0.2892561983471074,0,0,0.7107438016528925,0,FALSE,FALSE,FALSE,FALSE
CT,2014,regional 11,211,0903570,12,0,0,0,0,6,6,0,0,0,0.5,0.5,FALSE,FALSE,FALSE,FALSE
CT,2015,regional 11,211,0903570,36,0,17,0,0,0,19,0.4722222222222222,0,0,0,0.5277777777777778,FALSE,FALSE,FALSE,FALSE
CT,2014,regional 12,212,0903530,96,0,28,0,0,68,0,0.2916666666666667,0,0,0.7083333333333334,0,FALSE,FALSE,FALSE,FALSE
CT,2015,regional 12,212,0903530,97,0,43,0,0,54,0,0.44329896907216493,0,0,0.5567010309278351,0,FALSE,FALSE,FALSE,FALSE
CT,2014,regional 13,213,0903535,187,0,43,0,0,144,0,0.22994652406417113,0,0,0.7700534759358288,0,FALSE,FALSE,FALSE,FALSE
CT,2015,regional 13,213,0903535,199,0,52,0,0,147,0,0.2613065326633166,0,0,0.7386934673366834,0,FALSE,FALSE,FALSE,FALSE
CT,2014,regional 14,214,0903536,178,0,73,0,0,105,0,0.4101123595505618,0,0,0.5898876404494382,0,FALSE,FALSE,FALSE,FALSE
CT,2015,regional 14,214,0903536,184,0,0,0,0,131,53,0,0,0,0.7119565217391305,0.28804347826086957,FALSE,FALSE,FALSE,FALSE
CT,2014,regional 15,215,0903537,352,0,85,0,0,267,0,0.24147727272727273,0,0,0.7585227272727273,0,FALSE,FALSE,FALSE,FALSE
CT,2015,regional 15,215,0903537,361,0,134,0,0,227,0,0.37119113573407203,0,0,0.628808864265928,0,FALSE,FALSE,FALSE,FALSE
CT,2014,regional 16,216,0903538,197,0,24,0,0,96,77,0.1218274111675127,0,0,0.4873096446700508,0.39086294416243655,FALSE,FALSE,FALSE,FALSE
CT,2015,regional 16,216,0903538,204,0,84,0,0,120,0,0.4117647058823529,0,0,0.5882352941176471,0,FALSE,FALSE,FALSE,FALSE
CT,2014,regional 17,217,0903539,221,0,92,0,0,129,0,0.416289592760181,0,0,0.583710407239819,0,FALSE,FALSE,FALSE,FALSE
CT,2015,regional 17,217,0903539,226,0,7,0,0,149,70,0.030973451327433628,0,0,0.6592920353982301,0.30973451327433627,FALSE,FALSE,FALSE,FALSE
CT,2014,regional 18,218,0903540,156,0,112,0,0,44,0,0.717948717948718,0,0,0.28205128205128205,0,FALSE,FALSE,FALSE,FALSE
CT,2015,regional 18,218,0903540,164,0,0,0,0,89,75,0,0,0,0.5426829268292683,0.4573170731707317,FALSE,FALSE,FALSE,FALSE
CT,2014,regional 19,219,0900005,122,0,95,0,0,27,0,0.7786885245901639,0,0,0.22131147540983606,0,FALSE,FALSE,FALSE,FALSE
CT,2015,regional 19,219,0900005,134,0,34,0,0,101,0,0.2518518518518518,0,0,0.7481481481481481,0,FALSE,FALSE,FALSE,FALSE
CT,2014,regional 4,204,0903630,94,0,48,0,0,37,9,0.5106382978723404,0,0,0.39361702127659576,0.09574468085106383,FALSE,FALSE,FALSE,FALSE
CT,2015,regional 4,204,0903630,106,0,0,0,0,49,57,0,0,0,0.46226415094339623,0.5377358490566038,FALSE,FALSE,FALSE,FALSE
CT,2014,regional 5,205,0903660,222,0,69,0,0,153,0,0.3108108108108108,0,0,0.6891891891891891,0,FALSE,FALSE,FALSE,FALSE
CT,2015,regional 5,205,0903660,239,0,115,0,0,124,0,0.4811715481171548,0,0,0.5188284518828452,0,FALSE,FALSE,FALSE,FALSE
CT,2014,regional 6,206,0903515,107,0,11,0,0,96,0,0.102803738317757,0,0,0.897196261682243,0,FALSE,FALSE,FALSE,FALSE
CT,2015,regional 6,206,0903515,108,0,0,0,0,90,18,0,0,0,0.8333333333333334,0.16666666666666666,FALSE,FALSE,FALSE,FALSE
CT,2014,regional 7,207,0903720,98,0,27,0,0,0,71,0.2755102040816326,0,0,0,0.7244897959183674,FALSE,FALSE,FALSE,FALSE
CT,2015,regional 7,207,0903720,109,0,28,0,0,0,81,0.25688073394495414,0,0,0,0.7431192660550459,FALSE,FALSE,FALSE,FALSE
CT,2014,regional 8,208,0903750,53,0,25,0,0,28,0,0.4716981132075472,0,0,0.5283018867924528,0,FALSE,FALSE,FALSE,FALSE
CT,2015,regional 8,208,0903750,102,0,0,0,0,74,28,0,0,0,0.7254901960784313,0.27450980392156865,FALSE,FALSE,FALSE,FALSE
CT,2014,regional 9,209,0903780,91,0,1,0,0,63,27,0.01098901098901099,0,0,0.6923076923076923,0.2967032967032967,FALSE,FALSE,FALSE,FALSE
CT,2015,regional 9,209,0903780,98,0,25,0,0,73,0,0.25510204081632654,0,0,0.7448979591836735,0,FALSE,FALSE,FALSE,FALSE
CT,2014,ridgefield,118,0903810,430,0,101,0,0,329,0,0.23488372093023255,0,0,0.7651162790697674,0,FALSE,FALSE,FALSE,FALSE
CT,2015,ridgefield,118,0903810,446,0,98,0,0,348,0,0.21973094170403587,0,0,0.7802690582959642,0,FALSE,FALSE,FALSE,FALSE
CT,2014,rocky hill,119,0903840,217,0,160,0,0,57,0,0.7373271889400922,0,0,0.2626728110599078,0,FALSE,FALSE,FALSE,FALSE
CT,2015,rocky hill,119,0903840,233,0,233,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2014,salem,121,0903900,42,0,8,0,0,34,0,0.19047619047619047,0,0,0.8095238095238095,0,FALSE,FALSE,FALSE,FALSE
CT,2015,salem,121,0903900,41,0,0,0,0,34,7,0,0,0,0.8292682926829268,0.17073170731707318,FALSE,FALSE,FALSE,FALSE
CT,2014,salisbury,122,0903930,35,0,35,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2015,salisbury,122,0903930,35,0,35,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2014,scotland,123,0903960,19,0,4,0,0,0,15,0.21052631578947367,0,0,0,0.7894736842105263,FALSE,FALSE,FALSE,FALSE
CT,2015,scotland,123,0903960,19,0,19,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2014,seymour,124,0903990,194,0,36,0,0,158,0,0.18556701030927836,0,0,0.8144329896907216,0,FALSE,FALSE,FALSE,FALSE
CT,2015,seymour,124,0903990,196,0,37,0,0,159,0,0.18877551020408162,0,0,0.8112244897959183,0,FALSE,FALSE,FALSE,FALSE
CT,2014,sharon,125,0904020,23,0,23,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2015,sharon,125,0904020,24,0,24,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2014,shelton,126,0904050,409,0,331,0,0,28,50,0.8092909535452323,0,0,0.06845965770171149,0.12224938875305623,FALSE,FALSE,FALSE,FALSE
CT,2015,shelton,126,0904050,410,0,0,0,0,238,172,0,0,0,0.5804878048780487,0.4195121951219512,FALSE,FALSE,FALSE,FALSE
CT,2014,sherman,127,0904080,46,0,30,0,0,7,9,0.6521739130434783,0,0,0.15217391304347827,0.1956521739130435,FALSE,FALSE,FALSE,FALSE
CT,2015,sherman,127,0904080,44,0,0,0,0,25,19,0,0,0,0.5681818181818182,0.4318181818181818,FALSE,FALSE,FALSE,FALSE
CT,2014,simsbury,128,0904110,389,0,166,0,0,223,0,0.4267352185089974,0,0,0.5732647814910026,0,FALSE,FALSE,FALSE,FALSE
CT,2015,simsbury,128,0904110,382,0,0,0,0,229,153,0,0,0,0.599476439790576,0.4005235602094241,FALSE,FALSE,FALSE,FALSE
CT,2014,somers,129,0904140,145,0,2,0,0,47,96,0.013793103448275862,0,0,0.32413793103448274,0.6620689655172414,FALSE,FALSE,FALSE,FALSE
CT,2015,somers,129,0904140,152,0,65,0,0,0,87,0.4276315789473684,0,0,0,0.5723684210526315,FALSE,FALSE,FALSE,FALSE
CT,2014,south windsor,132,0904170,406,0,3,0,0,231,172,0.007389162561576354,0,0,0.5689655172413793,0.4236453201970443,FALSE,FALSE,FALSE,FALSE
CT,2015,south windsor,132,0904170,393,0,153,0,0,240,0,0.3893129770992366,0,0,0.6106870229007634,0,FALSE,FALSE,FALSE,FALSE
CT,2014,southington,131,0904230,597,0,251,0,0,346,0,0.4204355108877722,0,0,0.5795644891122278,0,FALSE,FALSE,FALSE,FALSE
CT,2015,southington,131,0904230,601,0,222,0,0,379,0,0.36938435940099834,0,0,0.6306156405990017,0,FALSE,FALSE,FALSE,FALSE
CT,2014,sprague,133,0904260,34,0,34,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2015,sprague,133,0904260,32,0,0,0,0,16,16,0,0,0,0.5,0.5,FALSE,FALSE,FALSE,FALSE
CT,2014,stafford,134,0904290,162,0,65,0,0,97,0,0.4012345679012346,0,0,0.5987654320987654,0,FALSE,FALSE,FALSE,FALSE
CT,2014,stamford,135,0904320,1421,0,47,0,23,1188,163,0.033075299085151305,0,0.01618578465869106,0.8360309641097818,0.11470795214637579,FALSE,FALSE,FALSE,FALSE
CT,2015,stamford,135,0904320,1438,0,0,0,14,1107,316,0,0,0.009742519137091163,0.7703549060542797,0.2199025748086291,FALSE,FALSE,FALSE,FALSE
CT,2014,sterling,136,0904350,43,0,43,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2015,sterling,136,0904350,41,0,41,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2014,stonington,137,0904380,208,0,154,0,0,54,0,0.7403846153846154,0,0,0.25961538461538464,0,FALSE,FALSE,FALSE,FALSE
CT,2015,stonington,137,0904380,218,0,13,0,0,205,0,0.05963302752293578,0,0,0.9403669724770642,0,FALSE,FALSE,FALSE,FALSE
CT,2014,stratford,138,0904440,503,0,150,0,0,0,353,0.2982107355864811,0,0,0,0.7017892644135189,FALSE,FALSE,FALSE,FALSE
CT,2015,stratford,138,0904440,605,0,0,0,0,254,351,0,0,0,0.41983471074380163,0.5801652892561984,FALSE,FALSE,FALSE,FALSE
CT,2014,suffield,139,0904470,200,0,4,0,0,106,90,0.02,0,0,0.53,0.45,FALSE,FALSE,FALSE,FALSE
CT,2015,suffield,139,0904470,219,0,103,0,0,116,0,0.4703196347031963,0,0,0.5296803652968036,0,FALSE,FALSE,FALSE,FALSE
CT,2014,thomaston,140,0904500,87,0,59,0,0,0,28,0.6781609195402298,0,0,0,0.3218390804597701,FALSE,FALSE,FALSE,FALSE
CT,2015,thomaston,140,0904500,93,0,0,0,0,77,16,0,0,0,0.8279569892473119,0.17204301075268819,FALSE,FALSE,FALSE,FALSE
CT,2014,thompson,141,0904530,97,0,97,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2015,thompson,141,0904530,92,0,46,0,0,46,0,0.5,0,0,0.5,0,FALSE,FALSE,FALSE,FALSE
CT,2014,tolland,142,0904560,221,0,110,0,0,55,56,0.497737556561086,0,0,0.248868778280543,0.25339366515837103,FALSE,FALSE,FALSE,FALSE
CT,2015,tolland,142,0904560,236,0,0,0,0,73,163,0,0,0,0.3093220338983051,0.690677966101695,FALSE,FALSE,FALSE,FALSE
CT,2014,torrington,143,0904590,339,0,59,0,0,280,0,0.17404129793510326,0,0,0.8259587020648967,0,FALSE,FALSE,FALSE,FALSE
CT,2015,torrington,143,0904590,372,0,160,0,0,212,0,0.43010752688172044,0,0,0.5698924731182796,0,FALSE,FALSE,FALSE,FALSE
CT,2014,trumbull,144,0904620,584,0,584,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2015,trumbull,144,0904620,549,0,77,0,0,472,0,0.14025500910746813,0,0,0.8597449908925319,0,FALSE,FALSE,FALSE,FALSE
CT,2014,union,145,0904650,7,0,7,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2015,union,145,0904650,12,0,12,0,0,0,0,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE
CT,2014,vernon,146,0904680,303,0,19,0,0,183,101,0.0627062706270627,0,0,0.6039603960396039,0.3333333333333333,FALSE,FALSE,FALSE,FALSE
CT,2015,vernon,146,0904680,363,0,15,0,0,269,80,0.04120879120879121,0,0,0.739010989010989,0.21978021978021978,FALSE,FALSE,FALSE,FALSE
CT,2014,voluntown,147,0904710,34,0,12,0,0,0,22,0.35294117647058826,0,0,0,0.6470588235294118,FALSE,FALSE,FALSE,FALSE
CT,2015,voluntown,147,0904710,36,0,0,0,0,8,28,0,0,0,0.2222222222222222,0.7777777777777778,FALSE,FALSE,FALSE,FALSE
CT,2014,wallingford,148,0904740,552,0,139,0,0,413,0,0.25181159420289856,0,0,0.7481884057971014,0,FALSE,FALSE,FALSE,FALSE
CT,2015,wallingford,148,0904740,593,0,101,0,0,492,0,0.1703204047217538,0,0,0.8296795952782462,0,FALSE,FALSE,FALSE,FALSE
CT,2014,waterbury,151,0904830,1362,0,55,0,0,838,469,0.04038179148311307,0,0,0.6152716593245228,0.3443465491923642,FALSE,FALSE,FALSE,FALSE
CT,2015,waterbury,151,0904830,1556,0,0,0,16,856,685,0,0,0.010276172125883108,0.5497752087347463,0.4399486191393706,FALSE,FALSE,FALSE,FALSE
CT,2014,waterford,152,0904860,243,0,56,0,0,0,187,0.23045267489711935,0,0,0,0.7695473251028807,FALSE,FALSE,FALSE,FALSE
CT,2015,waterford,152,0904860,247,0,124,0,0,124,0,0.5,0,0,0.5,0,FALSE,FALSE,FALSE,FALSE
CT,2014,watertown,153,0904890,205,0,56,0,0,149,0,0.2731707317073171,0,0,0.7268292682926829,0,FALSE,FALSE,FALSE,FALSE
CT,2015,watertown,153,0904890,250,0,3,0,5,200,43,0.01195219123505976,0,0.0199203187250996,0.796812749003984,0.17131474103585656,FALSE,FALSE,FALSE,FALSE
CT,2014,west hartford,155,0904920,914,0,14,0,0,156,744,0.015317286652078774,0,0,0.17067833698030635,0.8140043763676149,FALSE,FALSE,FALSE,FALSE
CT,2015,west hartford,155,0904920,936,0,140,0,0,0,796,0.14957264957264957,0,0,0,0.8504273504273504,FALSE,FALSE,FALSE,FALSE
CT,2014,west haven,156,0904950,544,0,325,0,0,190,29,0.5974264705882353,0,0,0.3492647058823529,0.05330882352941176,FALSE,FALSE,FALSE,FALSE
CT,2015,west haven,156,0904950,557,0,145,0,0,412,0,0.26032315978456017,0,0,0.7396768402154399,0,FALSE,FALSE,FALSE,FALSE
CT,2014,westbrook,154,0904980,563,0,79,0,0,484,0,0.14031971580817051,0,0,0.8596802841918295,0,FALSE,FALSE,FALSE,FALSE
